职位,公司,地址,薪酬,标签
Java开发工程师,南京汉隆科技有限公司,南京-雨花台区,0.8-1.5万/月,"[[['五险一金'], ['定期体检'], ['专业培训'], ['年终奖金'], ['餐饮补贴'], ['团建费'], ['全勤奖'], ['节日福利'], ['生育慰问金']], ['南京-雨花台区', '2年经验', '本科', '招2人', '09-03发布']]"
Java web开发工程师（银行项目）,上海威士顿信息技术股份有限公司,上海-浦东新区,0.8-1万/月,"[[['五险一金'], ['员工旅游'], ['通讯补贴'], ['绩效奖金'], ['定期体检']], ['上海-浦东新区', '2年经验', '本科', '招若干人', '09-03发布']]"
JAVA高级工程师,广州市粤峰高新技术股份有限公司,广州-天河区,1.5-2万/月,"[[['员工旅游'], ['五险一金']], ['广州-天河区', '1年经验', '本科', '招20人', '09-03发布']]"
Java开发工程师,深圳市亿合创电子有限公司,深圳,0.8-1.5万/月,"[[['五险一金'], ['员工旅游'], ['通讯补贴'], ['绩效奖金'], ['年终奖金']], ['深圳', '2年经验', '大专', '招1人', '09-03发布']]"
Java中级开发工程师,万利通金融服务（深圳）有限公司,深圳-福田区,1.3-1.8万/月,"[[['五险一金'], ['员工旅游'], ['年终奖金'], ['定期体检']], ['深圳-福田区', '3-4年经验', '本科', '招1人', '09-03发布']]"
Java Web 架构师,成都心泽科技有限公司,成都-武侯区,1.5-2.5万/月,"[[['五险一金'], ['交通补贴'], ['餐饮补贴'], ['年终奖金']], ['成都-武侯区', '3-4年经验', '本科', '招若干人', '09-03发布']]"
Java软件工程师（NC方向）,第一线集团,广州-越秀区,0.8-1.2万/月,"[[['节日福利'], ['五险一金'], ['带薪年假'], ['定期体检'], ['员工旅游']], ['广州-越秀区', '3-4年经验', '本科', '招1人', '09-03发布']]"
高级研发工程师-Java,云南云电同方科技有限公司广州分公司,广州,1.5-2万/月,"[[['五险一金'], ['补充医疗保险'], ['员工旅游'], ['餐饮补贴'], ['通讯补贴'], ['专业培训'], ['绩效奖金'], ['定期体检']], ['广州', '无工作经验', '本科', '招3人', '09-03发布']]"
资深JAVA开发工程师,深圳市光裕资本管理有限公司,深圳-龙华新区,1.5-2万/月,"[[], ['深圳-龙华新区', '5-7年经验', '大专', '招1人', '09-03发布']]"
Java开发工程师,北京乾唐伟业科技股份公司,北京-朝阳区,1.3-1.5万/月,"[[['五险一金'], ['年终奖金'], ['定期体检'], ['领导nice'], ['绩效奖金']], ['北京-朝阳区', '3-4年经验', '本科', '招3人', '09-03发布', '计算机应用', '软件工程']]"
Java高级开发工程师,深圳市威视莲科技有限公司,深圳,1.5-2.5万/月,"[[['五险'], ['餐饮补贴']], ['深圳', '3-4年经验', '本科', '招1人', '09-03发布']]"
Java高级软件工程师,上海恒格信息科技有限公司,上海,1.2-2.3万/月,"[[['五险一金'], ['年终奖金'], ['免费班车'], ['员工旅游']], ['上海', '5-7年经验', '大专', '招2人', '09-03发布']]"
JAVA开发工程师,立信汇文企业服务（上海）有限公司,长春,4-8千/月,"[[['五险一金'], ['餐饮补贴'], ['专业培训'], ['年终奖金'], ['定期体检']], ['长春', '1年经验', '本科', '招5人', '09-03发布', '英语良好', '普通话熟练']]"
Java开发工程师,河南正旭通信工程有限公司,郑州-郑东新区,7-9千/月,"[[], ['郑州-郑东新区', '3-4年经验', '本科', '招3人', '09-03发布']]"
JAVA工程师,深圳兴融联科技股份有限公司上海分...,成都-锦江区,1-1.5万/月,"[[['做五休二'], ['周末双休'], ['弹性工作'], ['五险一金']], ['成都-锦江区', '3-4年经验', '大专', '招10人', '09-03发布']]"
Java开发工程师,江苏感创电子科技股份有限公司,无锡,0.7-1.2万/月,"[[['带薪年假'], ['五险一金'], ['绩效奖金'], ['节日福利'], ['加班补贴'], ['高温补贴'], ['住房补贴']], ['无锡', '1年经验', '本科', '招2人', '09-03发布']]"
开发工程师（java）,上海卓致信息技术有限公司,上海-徐汇区,4-8千/月,"[[['五险一金'], ['餐饮补贴'], ['定期体检'], ['绩效奖金'], ['节日福利']], ['上海-徐汇区', '1年经验', '大专', '招4人', '09-03发布', '计算机科学与技术']]"
Java开发工程师,商助科技（北京）有限公司,北京-海淀区,,"[[['五险一金'], ['周末双休'], ['带薪年假'], ['节日福利'], ['定期体检'], ['餐饮补贴'], ['年终奖金'], ['员工旅游']], ['北京-海淀区', '1年经验', '本科', '招1人', '09-03发布']]"
java开发高级工程师,重庆市奔友科技有限公司,重庆,0.8-2万/月,"[[['五险一金'], ['交通补贴'], ['餐饮补贴'], ['专业培训'], ['绩效奖金'], ['年终奖金'], ['弹性工作']], ['重庆', '3-4年经验', '本科', '招5人', '09-03发布']]"
Java开发工程师（南京）,北京滴普科技有限公司,南京-栖霞区,1-1.5万/月,"[[], ['南京-栖霞区', '3-4年经验', '本科', '招1人', '09-03发布']]"
Java开发工程师,车巴达（苏州）网络科技有限公司,苏州-工业园区,0.9-1.2万/月,"[[['五险一金'], ['通讯补贴'], ['年终奖金'], ['带薪年假'], ['加班补贴']], ['苏州-工业园区', '3-4年经验', '大专', '招1人', '09-03发布']]"
JAVA工程师,大连爱立方健康管理有限公司,大连,6-8千/月,"[[['周末双休'], ['带薪年假'], ['节日福利'], ['餐饮补贴'], ['五险一金']], ['大连', '无工作经验', '本科', '招若干人', '09-03发布']]"
Java中级开发工程师,广州帝释天软件有限公司,广州-天河区,1-1.5万/月,"[[['包两餐'], ['弹性工作'], ['定期体检'], ['五险一金'], ['员工旅游'], ['年终奖金'], ['上下班不打卡']], ['广州-天河区', '无工作经验', '大专', '招若干人', '09-03发布']]"
Java开发工程师,广州碧软信息科技有限公司,北京,1.2-1.8万/月,"[[['五险一金'], ['专业培训'], ['绩效奖金'], ['定期体检'], ['员工旅游'], ['年终奖金']], ['北京', '3-4年经验', '大专', '招6人', '09-03发布', '英语良好']]"
Java游戏服务端 开发工程师,汇玩（深圳）科技有限公司,深圳-南山区,1.2-1.8万/月,"[[['五险一金'], ['员工旅游'], ['年终奖金'], ['绩效奖金'], ['出国机会'], ['专业培训'], ['定期体检']], ['深圳-南山区', '2年经验', '大专', '招1人', '09-03发布']]"
高新软件Java开发助理+双休,安徽幻维网络科技有限公司,合肥-蜀山区,4.5-6千/月,"[[], ['合肥-蜀山区', '无工作经验', '大专', '招8人', '09-03发布']]"
高级Java开发工程师,上海池乐信息科技有限公司,上海-浦东新区,1.5-2.5万/月,"[[['五险一金'], ['员工旅游'], ['餐饮补贴'], ['通讯补贴'], ['绩效奖金'], ['年终奖金']], ['上海-浦东新区', '3-4年经验', '本科', '招1人', '09-03发布', '软件工程']]"
初级软件工程师（Java）,苏州德启智能科技有限公司,苏州-工业园区,5-8千/月,"[[['五险一金'], ['年终奖金'], ['定期体检'], ['员工旅游']], ['苏州-工业园区', '1年经验', '本科', '招2人', '09-03发布']]"
高级Java后台开发工程师,深圳推推应用技术有限公司,深圳-南山区,1.5-2.5万/月,"[[['五险一金'], ['年终奖金'], ['员工旅游']], ['深圳-南山区', '5-7年经验', '本科', '招1人', '09-03发布']]"
Java开发工程师,苏州福莱盈电子有限公司,苏州-高新区,7-8千/月,"[[['带薪年假'], ['绩效奖金'], ['包住宿'], ['五险一金'], ['包吃'], ['节日福利'], ['加班补贴']], ['苏州-高新区', '3-4年经验', '本科', '招1人', '09-03发布', '软件工程']]"
JAVA开发工程师（云GIS产品）,北京捷泰天域信息技术有限公司,武汉-武昌区,1.5-2万/月,"[[['五险一金'], ['通讯补贴'], ['专业培训'], ['带薪年假'], ['商业保险'], ['定期体检'], ['交通补贴'], ['餐饮补贴'], ['年终奖金'], ['补充医疗保险']], ['武汉-武昌区', '3-4年经验', '本科', '招1人', '09-03发布']]"
JAVA软件开发工程师,上海纳恩汽车技术有限公司,上海-松江区,10-15万/年,"[[['五险一金'], ['免费班车'], ['员工旅游'], ['交通补贴'], ['餐饮补贴'], ['年终奖金'], ['弹性工作'], ['定期体检'], ['周末双休'], ['带薪年假']], ['上海-松江区', '3-4年经验', '大专', '招1人', '09-03发布']]"
JAVA软件工程师（手机端）,武汉海昌信息技术有限公司,武汉,4.5-8千/月,"[[], ['武汉', '无工作经验', '本科', '招若干人', '09-03发布', '普通话良好']]"
Java架构师,深圳英之泰教育科技有限公司,深圳-南山区,3-4万/月,"[[['五险一金'], ['员工旅游'], ['年终奖金'], ['专业培训'], ['绩效奖金']], ['深圳-南山区', '5-7年经验', '本科', '招若干人', '09-03发布']]"
互联网研发总监（.NET或Java）,深圳市极致科技股份有限公司,深圳-南山区,2-3.5万/月,"[[['五险一金'], ['通讯补贴'], ['年终奖金'], ['绩效奖金'], ['员工旅游'], ['专业培训'], ['股票期权']], ['深圳-南山区', '5-7年经验', '本科', '招1人', '09-03发布']]"
急聘-java工程师,深圳市德科信息技术有限公司,南京-雨花台区,1-2万/月,"[[['五险一金'], ['补充医疗保险'], ['年终奖金'], ['绩效奖金'], ['员工旅游']], ['南京-雨花台区', '3-4年经验', '本科', '招4人', '09-03发布']]"
JAVA开发工程师-合肥,合肥新东方外语培训学校,合肥-包河区,0.6-1万/月,"[[['五险一金'], ['餐饮补贴'], ['定期体检'], ['专业培训'], ['出国机会'], ['绩效奖金'], ['员工旅游'], ['年终奖金']], ['合肥-包河区', '无工作经验', '招1人', '09-03发布']]"
JAVA软件工程师,上海雷根资产管理有限公司,上海,0.5-1万/月,"[[['五险一金'], ['员工旅游'], ['专业培训'], ['绩效奖金'], ['年终奖金'], ['股票期权'], ['定期体检']], ['上海', '1年经验', '本科', '招若干人', '09-03发布']]"
Java高级开发工程师,安徽科大擎天科技有限公司,合肥-蜀山区,5-9千/月,"[[['五险一金'], ['补充医疗保险'], ['免费班车'], ['餐饮补贴'], ['通讯补贴'], ['年终奖金']], ['合肥-蜀山区', '2年经验', '本科', '招4人', '09-03发布']]"
Java高级开发工程师/软件开发工程师,上海车团网络信息技术有限公司,上海-浦东新区,1.7-2.5万/月,"[[['五险一金'], ['福利补贴'], ['做五休二']], ['上海-浦东新区', '2年经验', '本科', '招4人', '09-03发布']]"
java中级工程师,广东瑞联科技有限公司,广州,0.8-1.2万/月,"[[['五险一金'], ['员工旅游'], ['餐饮补贴'], ['通讯补贴'], ['交通补贴'], ['绩效奖金'], ['年终奖金']], ['广州', '无工作经验', '大专', '招若干人', '09-03发布']]"
java软件开发工程师（杭州）,北京沐融信息科技股份有限公司,杭州-上城区,0.8-1万/月,"[[['五险一金'], ['补充医疗保险'], ['员工旅游'], ['交通补贴'], ['通讯补贴'], ['年终奖金'], ['股票期权'], ['弹性工作'], ['定期体检'], ['笔记本补助']], ['杭州-上城区', '2年经验', '本科', '招1人', '09-03发布']]"
Java高级开发工程师,济南吾一影业有限公司,济南-高新区,1.5-2万/月,"[[['五险一金'], ['弹性工作'], ['营运分红']], ['济南-高新区', '5-7年经验', '本科', '招1人', '09-03发布', '英语良好']]"
Java开发工程师,佛山瑞泰康医疗科技有限公司,异地招聘,3-8千/月,"[[], ['佛山', '无工作经验', '大专', '招2人', '09-03发布']]"
Java开发工程师,上海钜石信息科技有限公司,上海-杨浦区,1.5-2.5万/月,"[[['周末双休'], ['做五休二'], ['五险一金'], ['绩效奖金']], ['上海-杨浦区', '5-7年经验', '大专', '招2人', '09-03发布']]"
Java开发工程师,吉林省中东集团有限公司,长春,6-8千/月,"[[['五险一金'], ['餐饮补贴'], ['定期体检'], ['带薪年假'], ['节日福利'], ['周末双休']], ['长春', '2年经验', '本科', '招5人', '09-03发布']]"
java开发工程师,江苏赛睿信息科技股份有限公司,南京-雨花台区,0.8-1.5万/月,"[[['五险一金'], ['年终奖金'], ['绩效奖金'], ['股票期权']], ['南京-雨花台区', '3-4年经验', '本科', '招5人', '09-03发布']]"
Java软件工程师,北京宏天信业信息技术股份有限公司...,异地招聘,0.8-1.8万/月,"[[['五险一金'], ['交通补贴'], ['餐饮补贴'], ['通讯补贴'], ['定期体检'], ['年终奖金']], ['银川', '2年经验', '大专', '招若干人', '09-03发布']]"
JAVA中级软件工程师,广东融讯信息科技有限公司,广州-天河区,7-9千/月,"[[['五险一金'], ['定期体检'], ['绩效奖金']], ['广州-天河区', '2年经验', '大专', '招1人', '09-03发布']]"
JAVA开发工程师（政府BU）,江苏瑞德信息产业有限公司,南京-玄武区,1-1.5万/月,"[[['五险一金'], ['员工旅游'], ['交通补贴'], ['通讯补贴'], ['专业培训'], ['定期体检'], ['绩效奖金']], ['南京-玄武区', '3-4年经验', '大专', '招若干人', '09-03发布']]"
Java中级开发工程师,信码互通(北京)科技有限公司,北京-东城区,1.5-2.5万/月,"[[['五险一金'], ['餐饮补贴'], ['弹性工作'], ['年终奖金']], ['北京-东城区', '3-4年经验', '大专', '招1人', '09-03发布']]"
Java开发工程师,上海翌擎智能科技有限公司,上海-浦东新区,1-1.6万/月,"[[['五险一金'], ['弹性工作'], ['项目奖金'], ['带薪假期'], ['绩效奖金']], ['上海-浦东新区', '3-4年经验', '本科', '招1人', '09-03发布']]"
Java高级开发工程师,广州好酷信息科技有限公司,广州-番禺区,1-1.5万/月,"[[['五险一金'], ['年终奖金'], ['优秀团队'], ['待遇优厚']], ['广州-番禺区', '3-4年经验', '大专', '招1人', '09-03发布']]"
Java开发工程师,北京天下图空间信息技术有限公司,北京-西城区,0.6-1.3万/月,"[[['五险一金'], ['餐饮补贴'], ['年终奖金'], ['定期体检']], ['北京-西城区', '3-4年经验', '本科', '招1人', '09-03发布', '计算机科学与技术', '软件工程']]"
Java工程师,重庆澳融实业有限公司,重庆-江北区,0.8-1万/月,"[[['社保五险'], ['工作餐'], ['节日福利'], ['生日福利'], ['带薪年假'], ['年终奖金'], ['周末双休'], ['朝九晚五']], ['重庆-江北区', '3-4年经验', '本科', '招2人', '09-03发布']]"
Java开发工程师,北京天威诚信电子商务服务有限公司,北京-海淀区,0.8-1.5万/月,"[[['五险一金'], ['餐饮补贴'], ['弹性工作'], ['定期体检'], ['绩效奖金'], ['年终奖金']], ['北京-海淀区', '3-4年经验', '大专', '招1人', '09-03发布']]"
java开发工程师,青岛国源中创电气自动化工程有限公司,青岛,0.6-1万/月,"[[['五险一金'], ['年终奖金'], ['通讯补贴'], ['专业培训'], ['绩效奖金']], ['青岛', '2年经验', '大专', '招4人', '09-03发布']]"
Java高级开发工程师(电商),深圳威豹恒瑞金融技术服务股份有限...,深圳,1.5-2.5万/月,"[[['五险一金'], ['年终奖金'], ['定期体检'], ['生日福利'], ['带薪年假'], ['周末双休']], ['深圳', '5-7年经验', '本科', '招2人', '09-03发布']]"
Java高级开发工程师,深圳市通用条码技术开发中心,深圳,8-10万/年,"[[['五险一金'], ['周末双休'], ['年终奖金'], ['绩效奖金'], ['专业培训'], ['员工旅游'], ['定期体检'], ['全勤奖']], ['深圳', '3-4年经验', '本科', '招3人', '09-03发布']]"
Java开发工程师,深圳市正午信息技术有限公司,深圳-南山区,1.5-2.5万/月,"[[['五险一金'], ['员工旅游'], ['年终奖金'], ['弹性工作']], ['深圳-南山区', '无工作经验', '本科', '招3人', '09-03发布']]"
java架构师,深圳涂宝网络技术有限公司,深圳-南山区,3-5万/月,"[[], ['深圳-南山区', '无工作经验', '招1人', '09-03发布']]"
Java开发工程师,苏州易信安工业技术有限公司,苏州-相城区,1-1.5万/月,"[[], ['苏州-相城区', '3-4年经验', '本科', '招2人', '09-03发布']]"
Java开发工程师,江苏同步软件技术有限公司,常州-新北区,0.5-1万/月,"[[['五险一金'], ['员工旅游'], ['绩效奖金'], ['周末双休']], ['常州-新北区', '无工作经验', '招2人', '09-03发布']]"
Java开发工程师,深圳市德科信息技术有限公司,上海-浦东新区,1.5-2万/月,"[[['五险一金'], ['员工旅游'], ['专业培训'], ['弹性工作'], ['年终奖金'], ['绩效奖金']], ['上海-浦东新区', '3-4年经验', '大专', '招5人', '09-03发布']]"
Java初级开发工程师,东软科技（武汉）,武汉-江夏区,4.5-6千/月,"[[], ['武汉-江夏区', '无工作经验', '大专', '招5人', '09-03发布']]"
Java初级开发工程师,贵州天灏信息科技有限公司,贵阳,3-5千/月,"[[['周末双休'], ['五险一金'], ['带薪年假'], ['节日福利'], ['全勤奖'], ['绩效奖金'], ['包住宿'], ['包吃'], ['餐饮补贴']], ['贵阳', '无工作经验', '招6人', '09-03发布']]"
Java开发工程师,南京前知智能科技有限公司,南京-江宁区,1.1-1.3万/月,"[[['五险一金'], ['绩效奖金'], ['定期体检'], ['员工旅游'], ['弹性工作'], ['试用期全薪'], ['年终14薪'], ['出国机会']], ['南京-江宁区', '无工作经验', '招1人', '09-03发布']]"
Java开发工程师,上海旻赞网络科技有限公司,上海-浦东新区,2-2.5万/月,"[[['五险一金'], ['员工旅游'], ['年终奖金'], ['弹性工作']], ['上海-浦东新区', '3-4年经验', '本科', '招2人', '09-03发布', '英语良好', '计算机科学与技术', '计算机工程']]"
JAVA开发工程师（中级）,上海宝孚自动化工程技术有限公司,上海-宝山区,0.8-2万/月,"[[['五险一金'], ['交通补贴'], ['餐饮补贴'], ['通讯补贴'], ['专业培训'], ['弹性工作'], ['定期体检']], ['上海-宝山区', '无工作经验', '本科', '招1人', '09-03发布']]"
Java初级开发工程师,爱油科技（大连）有限公司,大连,4-6千/月,"[[['五险一金'], ['交通补贴'], ['餐饮补贴'], ['通讯补贴'], ['定期体检'], ['周末双休'], ['采暖补贴'], ['带薪年假'], ['节日福利']], ['大连', '无工作经验', '本科', '招3人', '09-03发布']]"
初级java开发工程师（双休）,深圳市云极软件有限公司,深圳-福田区,6-8千/月,"[[['五险一金'], ['员工旅游'], ['定期体检'], ['绩效奖金'], ['年终奖金']], ['深圳-福田区', '1年经验', '大专', '招5人', '09-03发布']]"
高级JAVA工程师,上海长城电子信息网络有限公司,上海-长宁区,1.2-1.8万/月,"[[['五险一金'], ['员工旅游'], ['餐饮补贴'], ['年终奖金']], ['上海-长宁区', '3-4年经验', '本科', '招若干人', '09-03发布', '计算机科学与技术', '计算机应用']]"
Java开发工程师,成都顶呱呱投资集团有限公司,成都-武侯区,0.8-1.2万/月,"[[['五险一金'], ['员工旅游'], ['绩效奖金'], ['股票期权'], ['餐饮补贴']], ['成都-武侯区', '无工作经验', '招1人', '09-03发布']]"
Java架构师,维书信息科技（上海）有限公司,上海-浦东新区,2.4-3.2万/月,"[[['五险一金'], ['年终奖金'], ['弹性工作']], ['上海-浦东新区', '5-7年经验', '本科', '招1人', '09-03发布', '英语良好']]"
Java高级开发工程师,上海益帛网络科技有限公司,上海-虹口区,1.5-2万/月,"[[], ['上海-虹口区', '3-4年经验', '本科', '招1人', '09-03发布']]"
Java开发工程师,北京汉克时代科技有限公司,杭州-西湖区,1-1.6万/月,"[[['五险一金'], ['年终奖金']], ['杭州-西湖区', '3-4年经验', '大专', '招15人', '09-03发布']]"
java持续集成工程师,广州华微明天软件技术有限公司,异地招聘,1-1.5万/月,"[[['五险一金'], ['员工旅游'], ['免费班车'], ['定期体检']], ['东莞-松山湖区', '1年经验', '本科', '招1人', '09-03发布']]"
C++ JAVA WEB 软件开发 软件工程师,广州互信电子科技有限公司,广州-白云区,1-1.5万/月,"[[], ['广州-白云区', '3-4年经验', '本科', '招3人', '09-03发布']]"
中级java开发工程师（智能停车）,广州广电银通金融电子科技有限公司,广州,1-1.5万/月,"[[['五险一金'], ['补充医疗保险'], ['补充公积金'], ['免费班车'], ['年终奖金'], ['绩效奖金'], ['定期体检'], ['专业培训'], ['周末双休']], ['广州', '无工作经验', '本科', '招2人', '09-03发布']]"
Java软件开发（双休+五险）,湖北华奥星空体育产业联盟发展有限...,武汉-洪山区,4-6千/月,"[[['五险一金'], ['补充公积金'], ['员工旅游'], ['绩效奖金'], ['年终奖金'], ['弹性工作'], ['定期体检']], ['武汉-洪山区', '无工作经验', '大专', '招3人', '09-03发布']]"
高级JAVA开发工程师(004436),神州数码（中国）有限公司,北京-海淀区,2-2.5万/月,"[[['五险一金'], ['餐饮补贴'], ['弹性工作'], ['补充医疗保险'], ['通讯补贴'], ['定期体检']], ['北京-海淀区', '3-4年经验', '招4人', '09-03发布']]"
java软件工程师,重庆市招生考试服务有限责任公司,重庆-渝中区,6-8千/月,"[[['五险一金'], ['绩效奖金'], ['餐饮补贴'], ['年终奖金'], ['定期体检'], ['专业培训'], ['节日福利']], ['重庆-渝中区', '5-7年经验', '本科', '招1人', '09-03发布', '计算机科学与技术', '计算机应用']]"
Java开发工程师,江苏华招网信息技术有限公司,上海,6-9千/月,"[[['五险一金'], ['定期体检'], ['专业培训'], ['补贴']], ['上海', '2年经验', '招1人', '09-03发布']]"
Java初中高级培训讲师,河南常春藤科技有限公司,郑州-郑东新区,0.8-1万/月,"[[['五险一金'], ['员工旅游'], ['年终奖金'], ['绩效奖金'], ['专业培训'], ['弹性工作']], ['郑州-郑东新区', '无工作经验', '招3人', '09-03发布']]"
JAVA开发工程师,深圳市商沃科技发展有限公司,广州,0.8-1.5万/月,"[[['五险一金'], ['绩效奖金'], ['年终奖金'], ['专业培训'], ['弹性工作'], ['周末双休'], ['股票期权']], ['广州', '1年经验', '大专', '招3人', '09-03发布', '普通话']]"
Java开发工程师(2019届应届生),深圳前海用友力合金融服务有限公司,深圳,0.8-1.3万/月,"[[['五险一金'], ['员工旅游'], ['餐饮补贴'], ['通讯补贴'], ['专业培训'], ['出国机会'], ['定期体检'], ['股票期权'], ['年终奖金'], ['节日福利']], ['深圳', '无工作经验', '招若干人', '09-03发布']]"
中级java开发工程师,广州金越软件技术有限公司,南昌,0.8-1.2万/月,"[[['五险一金'], ['员工旅游'], ['年终奖金'], ['股票期权'], ['绩效奖金'], ['专业培训'], ['通讯补贴']], ['南昌', '2年经验', '本科', '招1人', '09-03发布']]"
Java架构师,上海放牛娃信息科技有限公司,苏州,2-2.5万/月,"[[['五险一金'], ['员工旅游'], ['股票期权'], ['年终奖金'], ['绩效奖金']], ['苏州', '无工作经验', '大专', '招3人', '09-03发布']]"
Java资深开发工程师-河南,北京东方博融管理咨询有限公司,郑州,1-2万/月,"[[], ['郑州', '3-4年经验', '本科', '招1人', '09-03发布']]"
Java中级开发工程师,税友软件集团股份有限公司重庆分公司,重庆-渝北区,7-9千/月,"[[['专业培训'], ['定期体检'], ['员工旅游'], ['绩效奖金'], ['通讯补贴'], ['五险一金'], ['高温补贴']], ['重庆-渝北区', '3-4年经验', '大专', '招2人', '09-03发布', '计算机科学与技术']]"
Java开发工程师,马商卓优科技（北京）有限公司,广州-天河区,1-2万/月,"[[['五险一金'], ['餐饮补贴'], ['绩效奖金'], ['周末双休']], ['广州-天河区', '3-4年经验', '本科', '招2人', '09-03发布', '英语良好']]"
JAVA 开发工程师,深圳市闪动网络科技有限公司,深圳-南山区,0.6-1.2万/月,"[[], ['深圳-南山区', '2年经验', '本科', '招2人', '09-03发布']]"
Java开发实习生l,武汉幻维龙图教育科技有限公司,武汉-洪山区,4.5-6千/月,"[[['五险一金'], ['补充公积金'], ['员工旅游'], ['专业培训'], ['定期体检'], ['餐饮补贴'], ['绩效奖金'], ['交通补贴'], ['年终奖金']], ['武汉-洪山区', '无工作经验', '大专', '招5人', '09-03发布']]"
Java开发工程师（大学讲师）,北京华晟经世信息技术有限公司,日照,6-8千/月,"[[['五险一金'], ['通讯补贴'], ['专业培训'], ['绩效奖金'], ['年终奖金'], ['定期体检']], ['日照', '3-4年经验', '本科', '招1人', '09-03发布']]"
Java资深开发工程师,安吉保（上海）企业管理咨询有限公司,上海-浦东新区,2.5-3万/月,"[[['五险一金'], ['弹性工作'], ['带薪年假'], ['加班补贴'], ['办公环境舒适'], ['十四薪'], ['生日福利'], ['公司团建']], ['上海-浦东新区', '5-7年经验', '本科', '招1人', '09-03发布']]"
Java高级开发工程师,深圳恒拓高科信息技术有限公司广州...,广州,1.4-1.8万/月,"[[['五险一金'], ['定期体检'], ['弹性工作'], ['绩效奖金'], ['年终奖金'], ['股票期权'], ['员工旅游']], ['广州', '5-7年经验', '大专', '招2人', '09-03发布']]"
JAVA开发工程师,山东易通发展集团有限公司,上海-静安区,1-1.5万/月,"[[['交通补贴'], ['餐饮补贴'], ['通讯补贴'], ['节日福利'], ['五险一金'], ['周末双休']], ['上海-静安区', '无工作经验', '招2人', '09-03发布']]"
Java开发工程师,广州天锐医健信息科技有限公司,广州-天河区,7-8千/月,"[[['五险一金'], ['绩效奖金'], ['年终奖金']], ['广州-天河区', '1年经验', '大专', '招1人', '09-03发布']]"
Java开发工程师,重庆甘润科技有限公司,重庆,5-8千/月,"[[['五险一金'], ['定期体检'], ['绩效奖金'], ['年终奖金']], ['重庆', '2年经验', '本科', '招4人', '09-03发布', '英语', '计算机科学与技术', '软件工程']]"
Java高级开发工程师,武汉导航与位置服务工业技术研究院...,武汉,1-2万/月,"[[['周末双休'], ['弹性工作'], ['带薪年假'], ['节日福利'], ['交通补贴'], ['餐饮补贴'], ['绩效奖金']], ['武汉', '5-7年经验', '本科', '招3人', '09-03发布', '计算机科学与技术', '软件工程']]"
Java开发工程师,北京诺春风医疗科技有限公司,长沙-雨花区,0.9-1.3万/月,"[[], ['长沙-雨花区', '2年经验', '大专', '招4人', '09-03发布']]"
IT管理员/系统维护（有Java开发经验者优）,士商（上海）机械有限公司,上海-闵行区,4-8千/月,"[[['五险一金'], ['免费班车'], ['员工旅游'], ['绩效奖金'], ['年终奖金'], ['定期体检'], ['交通补贴'], ['专业培训'], ['全薪休假'], ['免费工作餐']], ['上海-闵行区', '2年经验', '大专', '招2人', '09-03发布', '英语良好', '计算机科学与技术', '计算机网络']]"
Java高级工程师,雅智捷（上海）商贸有限公司,上海-静安区,20-40万/年,"[[['五险一金'], ['餐饮补贴'], ['通讯补贴'], ['交通补贴'], ['年终奖金'], ['弹性工作'], ['定期体检']], ['上海-静安区', '5-7年经验', '本科', '招3人', '09-03发布', '英语良好']]"
Java开发工程师,北京公瑾科技有限公司广州分公司（...,广州-天河区,0.8-1.5万/月,"[[['五险一金'], ['员工旅游'], ['餐饮补贴'], ['周末双休'], ['绩效奖金'], ['年终奖金'], ['股票期权'], ['定期体检']], ['广州-天河区', '3-4年经验', '本科', '招1人', '09-03发布']]"
高级JAVA开发工程师,广州静一信息科技有限公司,广州-增城,1.5-2万/月,"[[['交通补贴'], ['年终奖金'], ['绩效奖金'], ['股票期权'], ['弹性工作'], ['定期体检'], ['员工旅游'], ['五险一金']], ['广州-增城', '3-4年经验', '大专', '招4人', '09-03发布']]"
JAVA全栈工程师,上海共久电气有限公司,上海-徐汇区,1-2.5万/月,"[[['免费班车'], ['员工旅游'], ['绩效奖金']], ['上海-徐汇区', '2年经验', '本科', '招若干人', '09-03发布', '英语良好', '计算机科学与技术', '计算机应用']]"
Java开发工程师,卓志供应链集团,武汉-洪山区,0.5-1万/月,"[[['五险一金'], ['年终奖金'], ['节假日福利'], ['定期体检'], ['专业培训'], ['员工旅游'], ['带薪年假']], ['武汉-洪山区', '2年经验', '本科', '招2人', '09-03发布']]"
web前端工程师（Vue+Java+原生的JS+双休+6险1金）,深圳市德科信息技术有限公司,广州-天河区,0.8-1.5万/月,"[[['五险一金'], ['员工旅游'], ['年终奖金'], ['绩效奖金'], ['专业培训'], ['补充商业保险'], ['股票期权']], ['广州-天河区', '2年经验', '本科', '招若干人', '09-03发布']]"
Java开发工程师,江苏中科西北星信息科技有限公司,无锡,0.7-1万/月,"[[['五险一金'], ['通讯补贴'], ['交通补贴'], ['专业培训'], ['股票期权'], ['年终奖金'], ['绩效奖金'], ['员工旅游'], ['定期体检']], ['无锡', '3-4年经验', '大专', '招5人', '09-03发布']]"
Java开发工程师,北京超凡视幻网络科技有限公司,北京-海淀区,1-2万/月,"[[['周末双休'], ['带薪年假'], ['五险一金'], ['节日福利'], ['绩效奖金'], ['定期体检'], ['弹性工作']], ['北京-海淀区', '无工作经验', '本科', '招2人', '09-03发布']]"
